OBJECTID;Shape_Length;Shape_Area;GRID_ID;X;Y;TemperatureAverage_perYear;PercipitationAverage_perYear;LandUseType
827;4000;1000000;O-29;-5849385;-1341120;20;0,58107586;P
828;4000;1000000;P-29;-5848385;-1341120;20;0,990737044;P
829;4000;1000000;Q-29;-5847385;-1341120;23;0,944815208;S
830;4000;1000000;R-29;-5846385;-1341120;23;0,777143399;S
831;4000;1000000;S-29;-5845385;-1341120;26;0,33084211;N
832;4000;1000000;T-29;-5844385;-1341120;20;0,780021844;P
833;4000;1000000;U-29;-5843385;-1341120;25;0,306192899;S
834;4000;1000000;V-29;-5842385;-1341120;22;0,595278225;N
835;4000;1000000;W-29;-5841385;-1341120;20;0,008192407;S
836;4000;1000000;X-29;-5840385;-1341120;21;0,582803272;P
837;4000;1000000;Y-29;-5839385;-1341120;20;0,229821302;N
838;4000;1000000;Z-29;-5838385;-1341120;26;0,04580882;S
839;4000;1000000;AA-29;-5837385;-1341120;26;0,077446149;P
840;4000;1000000;AB-29;-5836385;-1341120;25;0,558699274;N
841;4000;1000000;AC-29;-5835385;-1341120;20;0,261192324;N
842;4000;1000000;AD-29;-5834385;-1341120;24;0,009154275;N
843;4000;1000000;AE-29;-5833385;-1341120;22;0,667764038;N
844;4000;1000000;AF-29;-5832385;-1341120;22;0,695260085;N
845;4000;1000000;AG-29;-5831385;-1341120;23;0,589739186;N
846;4000;1000000;AH-29;-5830385;-1341120;24;0,527584901;S
847;4000;1000000;AI-29;-5829385;-1341120;20;0,902016202;N
848;4000;1000000;AJ-29;-5828385;-1341120;26;0,154651227;N
849;4000;1000000;AK-29;-5827385;-1341120;25;0,753222346;N
850;4000;1000000;AL-29;-5826385;-1341120;24;0,508117012;P
851;4000;1000000;AM-29;-5825385;-1341120;21;0,840197914;N
852;4000;1000000;AN-29;-5824385;-1341120;25;0,626912466;S
853;4000;1000000;AO-29;-5823385;-1341120;22;0,436866655;S
854;4000;1000000;AP-29;-5822385;-1341120;20;0,15695834;P
855;4000;1000000;AQ-29;-5821385;-1341120;26;0,499271088;N
856;4000;1000000;AR-29;-5820385;-1341120;24;0,562068755;S
857;4000;1000000;AS-29;-5819385;-1341120;20;0,270674539;N
858;4000;1000000;AT-29;-5818385;-1341120;20;0,491502183;N
859;4000;1000000;AU-29;-5817385;-1341120;23;0,551601076;S
860;4000;1000000;AV-29;-5816385;-1341120;22;0,56466058;P
861;4000;1000000;AW-29;-5815385;-1341120;26;0,85812291;N
862;4000;1000000;AX-29;-5814385;-1341120;20;0,928560768;P
863;4000;1000000;AY-29;-5813385;-1341120;25;0,396480318;P
864;4000;1000000;AZ-29;-5812385;-1341120;26;0,117161274;N
865;4000;1000000;BA-29;-5811385;-1341120;23;0,020450654;S
866;4000;1000000;BB-29;-5810385;-1341120;23;0,826968082;S
867;4000;1000000;BC-29;-5809385;-1341120;23;0,926231747;N
868;4000;1000000;BD-29;-5808385;-1341120;22;0,842553897;P
869;4000;1000000;BE-29;-5807385;-1341120;22;0,381608504;N
870;4000;1000000;BF-29;-5806385;-1341120;26;0,347168773;N
871;4000;1000000;A-28;-5863385;-1340120;25;0,069360137;P
872;4000;1000000;B-28;-5862385;-1340120;20;0,631278646;P
873;4000;1000000;C-28;-5861385;-1340120;25;0,020903519;S
874;4000;1000000;D-28;-5860385;-1340120;23;0,237052711;S
875;4000;1000000;E-28;-5859385;-1340120;26;0,107151084;P
876;4000;1000000;F-28;-5858385;-1340120;25;0,591947464;P
877;4000;1000000;G-28;-5857385;-1340120;26;0,394132761;N
878;4000;1000000;H-28;-5856385;-1340120;21;0,406383801;S
879;4000;1000000;I-28;-5855385;-1340120;20;0,339100929;P
880;4000;1000000;J-28;-5854385;-1340120;26;0,801980715;S
881;4000;1000000;K-28;-5853385;-1340120;23;0,47170371;N
882;4000;1000000;L-28;-5852385;-1340120;23;0,256809329;S
883;4000;1000000;M-28;-5851385;-1340120;26;0,447371725;N
884;4000;1000000;N-28;-5850385;-1340120;26;0,775011304;N
885;4000;1000000;O-28;-5849385;-1340120;23;0,332998191;S
886;4000;1000000;P-28;-5848385;-1340120;24;0,996923796;P
887;4000;1000000;Q-28;-5847385;-1340120;21;0,305150745;P
888;4000;1000000;R-28;-5846385;-1340120;23;0,8731142;N
889;4000;1000000;S-28;-5845385;-1340120;25;0,271125279;S
890;4000;1000000;T-28;-5844385;-1340120;25;0,517067658;N
891;4000;1000000;U-28;-5843385;-1340120;20;0,010006656;P
892;4000;1000000;V-28;-5842385;-1340120;25;0,440733658;N
893;4000;1000000;W-28;-5841385;-1340120;26;0,167012171;N
894;4000;1000000;X-28;-5840385;-1340120;20;0,732570404;S
895;4000;1000000;Y-28;-5839385;-1340120;22;0,121808333;P
896;4000;1000000;Z-28;-5838385;-1340120;22;0,619968357;S
897;4000;1000000;AA-28;-5837385;-1340120;26;0,491354594;S
898;4000;1000000;AB-28;-5836385;-1340120;24;0,257099976;N
899;4000;1000000;AC-28;-5835385;-1340120;26;0,150520849;P
900;4000;1000000;AD-28;-5834385;-1340120;26;0,132458854;N
901;4000;1000000;AE-28;-5833385;-1340120;21;0,879066689;S
902;4000;1000000;AF-28;-5832385;-1340120;26;0,303974943;N
903;4000;1000000;AG-28;-5831385;-1340120;20;0,183632247;N
904;4000;1000000;AH-28;-5830385;-1340120;24;0,743795031;P
905;4000;1000000;AI-28;-5829385;-1340120;22;0,633574775;P
906;4000;1000000;AJ-28;-5828385;-1340120;20;0,363585606;N
907;4000;1000000;AK-28;-5827385;-1340120;23;0,653364411;S
908;4000;1000000;AL-28;-5826385;-1340120;24;0,259230754;S
909;4000;1000000;AM-28;-5825385;-1340120;21;0,134541587;P
910;4000;1000000;AN-28;-5824385;-1340120;23;0,874826004;N
911;4000;1000000;AO-28;-5823385;-1340120;25;0,506577122;P
912;4000;1000000;AP-28;-5822385;-1340120;22;0,351884894;P
913;4000;1000000;AQ-28;-5821385;-1340120;20;0,217518063;N
914;4000;1000000;AR-28;-5820385;-1340120;26;0,894335767;P
915;4000;1000000;AS-28;-5819385;-1340120;22;0,372888462;P
916;4000;1000000;AT-28;-5818385;-1340120;20;0,511105359;N
917;4000;1000000;AU-28;-5817385;-1340120;26;0,639246439;S
918;4000;1000000;AV-28;-5816385;-1340120;23;0,370809594;S
919;4000;1000000;AW-28;-5815385;-1340120;22;0,523140917;P
920;4000;1000000;AX-28;-5814385;-1340120;20;0,491052161;N
921;4000;1000000;AY-28;-5813385;-1340120;25;0,756563949;S
922;4000;1000000;AZ-28;-5812385;-1340120;26;0,54070909;N
923;4000;1000000;BA-28;-5811385;-1340120;23;0,612641893;N
924;4000;1000000;BB-28;-5810385;-1340120;22;0,928885949;S
925;4000;1000000;BC-28;-5809385;-1340120;21;0,231456054;S
926;4000;1000000;BD-28;-5808385;-1340120;24;0,93618771;P
927;4000;1000000;BE-28;-5807385;-1340120;22;0,87749926;S
928;4000;1000000;BF-28;-5806385;-1340120;26;0,364466871;N
929;4000;1000000;A-27;-5863385;-1339120;21;0,424978533;N
930;4000;1000000;B-27;-5862385;-1339120;24;0,733869319;P
931;4000;1000000;C-27;-5861385;-1339120;23;0,549014737;S
932;4000;1000000;D-27;-5860385;-1339120;21;0,530756982;P
933;4000;1000000;E-27;-5859385;-1339120;26;0,07103868;N
934;4000;1000000;F-27;-5858385;-1339120;26;0,832803947;S
935;4000;1000000;G-27;-5857385;-1339120;26;0,204658424;N
936;4000;1000000;H-27;-5856385;-1339120;23;0,52128867;N
937;4000;1000000;I-27;-5855385;-1339120;20;0,272595726;P
938;4000;1000000;J-27;-5854385;-1339120;23;0,053613809;N
939;4000;1000000;K-27;-5853385;-1339120;25;0,008554926;N
940;4000;1000000;L-27;-5852385;-1339120;26;0,275325292;S
941;4000;1000000;M-27;-5851385;-1339120;20;0,738829562;S
942;4000;1000000;N-27;-5850385;-1339120;20;0,73680843;P
943;4000;1000000;O-27;-5849385;-1339120;20;0,785154312;N
944;4000;1000000;P-27;-5848385;-1339120;25;0,348695363;S
945;4000;1000000;Q-27;-5847385;-1339120;26;0,33017979;N
946;4000;1000000;R-27;-5846385;-1339120;20;0,707361158;N
947;4000;1000000;S-27;-5845385;-1339120;24;0,914265319;N
948;4000;1000000;T-27;-5844385;-1339120;23;0,31429771;N
949;4000;1000000;U-27;-5843385;-1339120;22;0,280842682;N
950;4000;1000000;V-27;-5842385;-1339120;22;0,095820969;S
951;4000;1000000;W-27;-5841385;-1339120;21;0,253238162;N
952;4000;1000000;X-27;-5840385;-1339120;22;0,087751058;P
953;4000;1000000;Y-27;-5839385;-1339120;25;0,134189855;P
954;4000;1000000;Z-27;-5838385;-1339120;26;0,072422632;S
955;4000;1000000;AA-27;-5837385;-1339120;22;0,541488153;P
956;4000;1000000;AB-27;-5836385;-1339120;24;0,805599499;P
957;4000;1000000;AC-27;-5835385;-1339120;21;0,990775263;P
958;4000;1000000;AD-27;-5834385;-1339120;24;0,13505627;S
959;4000;1000000;AE-27;-5833385;-1339120;22;0,154029826;P
960;4000;1000000;AF-27;-5832385;-1339120;25;0,583495023;S
961;4000;1000000;AG-27;-5831385;-1339120;21;0,973831168;N
962;4000;1000000;AH-27;-5830385;-1339120;22;0,772844617;P
963;4000;1000000;AI-27;-5829385;-1339120;25;0,582766275;S
964;4000;1000000;AJ-27;-5828385;-1339120;22;0,257237251;N
965;4000;1000000;AK-27;-5827385;-1339120;20;0,355519735;P
966;4000;1000000;AL-27;-5826385;-1339120;24;0,363475464;P
967;4000;1000000;AM-27;-5825385;-1339120;21;0,128787967;P
968;4000;1000000;AN-27;-5824385;-1339120;23;0,620993071;P
969;4000;1000000;AO-27;-5823385;-1339120;24;0,027931794;N
970;4000;1000000;AP-27;-5822385;-1339120;21;0,356403708;N
971;4000;1000000;AQ-27;-5821385;-1339120;20;0,514626921;S
972;4000;1000000;AR-27;-5820385;-1339120;22;0,015000618;S
973;4000;1000000;AS-27;-5819385;-1339120;26;0,573784422;N
974;4000;1000000;AT-27;-5818385;-1339120;22;0,755768775;S
975;4000;1000000;AU-27;-5817385;-1339120;22;0,240161251;S
976;4000;1000000;AV-27;-5816385;-1339120;24;0,835317988;P
977;4000;1000000;AW-27;-5815385;-1339120;23;0,781743062;N
978;4000;1000000;AX-27;-5814385;-1339120;21;0,219678917;P
979;4000;1000000;AY-27;-5813385;-1339120;22;0,370730261;P
980;4000;1000000;AZ-27;-5812385;-1339120;20;0,819987977;P
981;4000;1000000;BA-27;-5811385;-1339120;26;0,67625561;N
982;4000;1000000;BB-27;-5810385;-1339120;23;0,925201491;N
983;4000;1000000;BC-27;-5809385;-1339120;26;0,58107586;N
984;4000;1000000;BD-27;-5808385;-1339120;23;0,990737044;N
985;4000;1000000;BE-27;-5807385;-1339120;25;0,944815208;P
986;4000;1000000;BF-27;-5806385;-1339120;23;0,777143399;S
987;4000;1000000;A-26;-5863385;-1338120;26;0,33084211;P
988;4000;1000000;B-26;-5862385;-1338120;23;0,780021844;P
989;4000;1000000;C-26;-5861385;-1338120;26;0,306192899;S
990;4000;1000000;D-26;-5860385;-1338120;23;0,595278225;S
991;4000;1000000;E-26;-5859385;-1338120;22;0,008192407;N
992;4000;1000000;F-26;-5858385;-1338120;24;0,582803272;P
993;4000;1000000;G-26;-5857385;-1338120;26;0,229821302;S
994;4000;1000000;H-26;-5856385;-1338120;22;0,04580882;P
995;4000;1000000;I-26;-5855385;-1338120;22;0,077446149;N
996;4000;1000000;J-26;-5854385;-1338120;26;0,558699274;N
997;4000;1000000;K-26;-5853385;-1338120;25;0,261192324;S
998;4000;1000000;L-26;-5852385;-1338120;21;0,009154275;S
999;4000;1000000;M-26;-5851385;-1338120;23;0,667764038;S
1000;4000;1000000;N-26;-5850385;-1338120;20;0,695260085;S
1001;4000;1000000;O-26;-5849385;-1338120;21;0,589739186;P
1002;4000;1000000;P-26;-5848385;-1338120;24;0,527584901;N
1003;4000;1000000;Q-26;-5847385;-1338120;26;0,902016202;N
1004;4000;1000000;R-26;-5846385;-1338120;20;0,154651227;N
1005;4000;1000000;S-26;-5845385;-1338120;22;0,753222346;N
1006;4000;1000000;T-26;-5844385;-1338120;25;0,508117012;P
1007;4000;1000000;U-26;-5843385;-1338120;23;0,840197914;P
1008;4000;1000000;V-26;-5842385;-1338120;23;0,626912466;P
1009;4000;1000000;W-26;-5841385;-1338120;21;0,436866655;S
1010;4000;1000000;X-26;-5840385;-1338120;23;0,15695834;S
1011;4000;1000000;Y-26;-5839385;-1338120;22;0,499271088;N
1012;4000;1000000;Z-26;-5838385;-1338120;22;0,562068755;N
1013;4000;1000000;AA-26;-5837385;-1338120;24;0,270674539;P
1014;4000;1000000;AB-26;-5836385;-1338120;26;0,491502183;P
1015;4000;1000000;AC-26;-5835385;-1338120;22;0,551601076;P
1016;4000;1000000;AD-26;-5834385;-1338120;25;0,56466058;P
1017;4000;1000000;AE-26;-5833385;-1338120;24;0,85812291;S
1018;4000;1000000;AF-26;-5832385;-1338120;25;0,928560768;P
1019;4000;1000000;AG-26;-5831385;-1338120;20;0,396480318;N
1020;4000;1000000;AH-26;-5830385;-1338120;25;0,117161274;N
1021;4000;1000000;AI-26;-5829385;-1338120;25;0,020450654;P
1022;4000;1000000;AJ-26;-5828385;-1338120;25;0,826968082;S
1023;4000;1000000;AK-26;-5827385;-1338120;24;0,926231747;P
1024;4000;1000000;AL-26;-5826385;-1338120;24;0,842553897;S
1025;4000;1000000;AM-26;-5825385;-1338120;23;0,381608504;N
1026;4000;1000000;AN-26;-5824385;-1338120;25;0,347168773;P
1027;4000;1000000;AO-26;-5823385;-1338120;20;0,069360137;N
1028;4000;1000000;AP-26;-5822385;-1338120;26;0,631278646;S
1029;4000;1000000;AQ-26;-5821385;-1338120;23;0,020903519;S
1030;4000;1000000;AR-26;-5820385;-1338120;25;0,237052711;S
1031;4000;1000000;AS-26;-5819385;-1338120;21;0,107151084;P
1032;4000;1000000;AT-26;-5818385;-1338120;20;0,591947464;S
1033;4000;1000000;AU-26;-5817385;-1338120;24;0,394132761;S
1034;4000;1000000;AV-26;-5816385;-1338120;26;0,406383801;P
1035;4000;1000000;AW-26;-5815385;-1338120;25;0,339100929;P
1036;4000;1000000;AX-26;-5814385;-1338120;22;0,801980715;P
1037;4000;1000000;AY-26;-5813385;-1338120;20;0,47170371;N
1038;4000;1000000;AZ-26;-5812385;-1338120;24;0,256809329;P
1039;4000;1000000;BA-26;-5811385;-1338120;20;0,447371725;N
1040;4000;1000000;BB-26;-5810385;-1338120;23;0,775011304;S
1041;4000;1000000;BC-26;-5809385;-1338120;25;0,332998191;P
1042;4000;1000000;BD-26;-5808385;-1338120;26;0,996923796;N
1043;4000;1000000;BE-26;-5807385;-1338120;21;0,305150745;S
1044;4000;1000000;BF-26;-5806385;-1338120;26;0,8731142;P
1045;4000;1000000;A-25;-5863385;-1337120;25;0,271125279;S
1046;4000;1000000;B-25;-5862385;-1337120;22;0,517067658;P
1047;4000;1000000;C-25;-5861385;-1337120;22;0,010006656;N
1048;4000;1000000;D-25;-5860385;-1337120;20;0,440733658;P
1049;4000;1000000;E-25;-5859385;-1337120;22;0,167012171;S
1050;4000;1000000;F-25;-5858385;-1337120;21;0,732570404;S
1051;4000;1000000;G-25;-5857385;-1337120;20;0,121808333;S
1052;4000;1000000;H-25;-5856385;-1337120;25;0,619968357;P
1053;4000;1000000;I-25;-5855385;-1337120;20;0,491354594;S
1054;4000;1000000;J-25;-5854385;-1337120;21;0,257099976;S
1055;4000;1000000;K-25;-5853385;-1337120;25;0,150520849;S
1056;4000;1000000;L-25;-5852385;-1337120;23;0,132458854;S
1057;4000;1000000;M-25;-5851385;-1337120;21;0,879066689;P
1058;4000;1000000;N-25;-5850385;-1337120;24;0,303974943;S
1059;4000;1000000;O-25;-5849385;-1337120;25;0,183632247;N
1060;4000;1000000;P-25;-5848385;-1337120;25;0,743795031;N
1061;4000;1000000;Q-25;-5847385;-1337120;23;0,633574775;P
1062;4000;1000000;R-25;-5846385;-1337120;24;0,363585606;S
1063;4000;1000000;S-25;-5845385;-1337120;26;0,653364411;P
1064;4000;1000000;T-25;-5844385;-1337120;20;0,259230754;N
1065;4000;1000000;U-25;-5843385;-1337120;21;0,134541587;P
1066;4000;1000000;V-25;-5842385;-1337120;23;0,874826004;N
1067;4000;1000000;W-25;-5841385;-1337120;24;0,506577122;N
1068;4000;1000000;X-25;-5840385;-1337120;26;0,351884894;N
1069;4000;1000000;Y-25;-5839385;-1337120;24;0,217518063;S
1070;4000;1000000;Z-25;-5838385;-1337120;20;0,894335767;P
1071;4000;1000000;AA-25;-5837385;-1337120;24;0,372888462;P
1072;4000;1000000;AB-25;-5836385;-1337120;23;0,511105359;N
1073;4000;1000000;AC-25;-5835385;-1337120;22;0,639246439;P
1074;4000;1000000;AD-25;-5834385;-1337120;20;0,370809594;N
1075;4000;1000000;AE-25;-5833385;-1337120;24;0,523140917;N
1076;4000;1000000;AF-25;-5832385;-1337120;25;0,491052161;P
1077;4000;1000000;AG-25;-5831385;-1337120;20;0,756563949;S
1078;4000;1000000;AH-25;-5830385;-1337120;25;0,54070909;S
1079;4000;1000000;AI-25;-5829385;-1337120;23;0,612641893;N
1080;4000;1000000;AJ-25;-5828385;-1337120;26;0,928885949;S
1081;4000;1000000;AK-25;-5827385;-1337120;22;0,231456054;S
1082;4000;1000000;AL-25;-5826385;-1337120;20;0,93618771;P
1083;4000;1000000;AM-25;-5825385;-1337120;24;0,87749926;P
1084;4000;1000000;AN-25;-5824385;-1337120;23;0,364466871;P
1085;4000;1000000;AO-25;-5823385;-1337120;22;0,424978533;N
1086;4000;1000000;AP-25;-5822385;-1337120;20;0,733869319;S
1087;4000;1000000;AQ-25;-5821385;-1337120;24;0,549014737;P
1088;4000;1000000;AR-25;-5820385;-1337120;25;0,530756982;N
1089;4000;1000000;AS-25;-5819385;-1337120;23;0,07103868;P
1090;4000;1000000;AT-25;-5818385;-1337120;25;0,832803947;N
1091;4000;1000000;AU-25;-5817385;-1337120;22;0,204658424;S
1092;4000;1000000;AV-25;-5816385;-1337120;21;0,52128867;S
1093;4000;1000000;AW-25;-5815385;-1337120;24;0,840197914;S
1094;4000;1000000;AX-25;-5814385;-1337120;24;0,626912466;S
1095;4000;1000000;AY-25;-5813385;-1337120;24;0,436866655;N
1096;4000;1000000;AZ-25;-5812385;-1337120;25;0,15695834;N
1097;4000;1000000;BA-25;-5811385;-1337120;23;0,499271088;S
1098;4000;1000000;BB-25;-5810385;-1337120;24;0,562068755;P
1099;4000;1000000;BC-25;-5809385;-1337120;24;0,270674539;N
1100;4000;1000000;BD-25;-5808385;-1337120;23;0,491502183;N
1101;4000;1000000;BE-25;-5807385;-1337120;24;0,551601076;S
1102;4000;1000000;BF-25;-5806385;-1337120;22;0,56466058;N
1103;4000;1000000;A-24;-5863385;-1336120;20;0,85812291;N
1104;4000;1000000;B-24;-5862385;-1336120;24;0,928560768;N
1105;4000;1000000;C-24;-5861385;-1336120;20;0,396480318;S
1106;4000;1000000;D-24;-5860385;-1336120;20;0,117161274;S
1107;4000;1000000;E-24;-5859385;-1336120;23;0,020450654;N
1108;4000;1000000;F-24;-5858385;-1336120;24;0,826968082;N
1109;4000;1000000;G-24;-5857385;-1336120;25;0,926231747;S
1110;4000;1000000;H-24;-5856385;-1336120;24;0,842553897;N
1111;4000;1000000;I-24;-5855385;-1336120;21;0,381608504;S
1112;4000;1000000;J-24;-5854385;-1336120;22;0,347168773;S
1113;4000;1000000;K-24;-5853385;-1336120;26;0,069360137;P
1114;4000;1000000;L-24;-5852385;-1336120;25;0,631278646;S
1115;4000;1000000;M-24;-5851385;-1336120;26;0,020903519;P
1116;4000;1000000;N-24;-5850385;-1336120;21;0,237052711;N
1117;4000;1000000;O-24;-5849385;-1336120;20;0,107151084;N
1118;4000;1000000;P-24;-5848385;-1336120;26;0,591947464;N
1119;4000;1000000;Q-24;-5847385;-1336120;21;0,394132761;P
1120;4000;1000000;R-24;-5846385;-1336120;21;0,406383801;P
1121;4000;1000000;S-24;-5845385;-1336120;22;0,339100929;N
1122;4000;1000000;T-24;-5844385;-1336120;25;0,801980715;P
1123;4000;1000000;U-24;-5843385;-1336120;26;0,47170371;P
1124;4000;1000000;V-24;-5842385;-1336120;26;0,256809329;N
1125;4000;1000000;W-24;-5841385;-1336120;24;0,447371725;S
1126;4000;1000000;X-24;-5840385;-1336120;23;0,775011304;S
1127;4000;1000000;Y-24;-5839385;-1336120;20;0,332998191;P
1128;4000;1000000;Z-24;-5838385;-1336120;21;0,996923796;N
1129;4000;1000000;AA-24;-5837385;-1336120;20;0,305150745;S
1130;4000;1000000;AB-24;-5836385;-1336120;21;0,8731142;P
1131;4000;1000000;AC-24;-5835385;-1336120;22;0,271125279;P
1132;4000;1000000;AD-24;-5834385;-1336120;26;0,517067658;N
1133;4000;1000000;AE-24;-5833385;-1336120;22;0,010006656;S
1134;4000;1000000;AF-24;-5832385;-1336120;24;0,440733658;P
1135;4000;1000000;AG-24;-5831385;-1336120;22;0,167012171;S
1136;4000;1000000;AH-24;-5830385;-1336120;26;0,732570404;P
1137;4000;1000000;AI-24;-5829385;-1336120;23;0,121808333;P
1138;4000;1000000;AJ-24;-5828385;-1336120;23;0,619968357;S
1139;4000;1000000;AK-24;-5827385;-1336120;23;0,491354594;N
1140;4000;1000000;AL-24;-5826385;-1336120;25;0,257099976;S
1141;4000;1000000;AM-24;-5825385;-1336120;24;0,150520849;N
1142;4000;1000000;AN-24;-5824385;-1336120;22;0,132458854;S
1143;4000;1000000;AO-24;-5823385;-1336120;20;0,879066689;S
1144;4000;1000000;AP-24;-5822385;-1336120;23;0,303974943;S
1145;4000;1000000;AQ-24;-5821385;-1336120;20;0,183632247;S
1146;4000;1000000;AR-24;-5820385;-1336120;26;0,743795031;S
1147;4000;1000000;AS-24;-5819385;-1336120;21;0,633574775;N
1148;4000;1000000;AT-24;-5818385;-1336120;22;0,363585606;S
1149;4000;1000000;AU-24;-5817385;-1336120;20;0,653364411;S
1150;4000;1000000;AV-24;-5816385;-1336120;24;0,259230754;P
1151;4000;1000000;AW-24;-5815385;-1336120;21;0,134541587;P
1152;4000;1000000;AX-24;-5814385;-1336120;23;0,874826004;P
1153;4000;1000000;AY-24;-5813385;-1336120;25;0,506577122;P
1154;4000;1000000;AZ-24;-5812385;-1336120;23;0,351884894;S
1155;4000;1000000;BA-24;-5811385;-1336120;26;0,217518063;N
1156;4000;1000000;BB-24;-5810385;-1336120;23;0,894335767;N
1157;4000;1000000;BC-24;-5809385;-1336120;26;0,372888462;N
1158;4000;1000000;BD-24;-5808385;-1336120;25;0,511105359;N
1159;4000;1000000;BE-24;-5807385;-1336120;20;0,639246439;N
1160;4000;1000000;BF-24;-5806385;-1336120;25;0,370809594;P
1161;4000;1000000;A-23;-5863385;-1335120;23;0,523140917;N
1162;4000;1000000;B-23;-5862385;-1335120;24;0,491052161;P
1163;4000;1000000;C-23;-5861385;-1335120;23;0,756563949;S
1164;4000;1000000;D-23;-5860385;-1335120;25;0,54070909;N
1165;4000;1000000;E-23;-5859385;-1335120;23;0,612641893;S
1166;4000;1000000;F-23;-5858385;-1335120;26;0,928885949;P
1167;4000;1000000;G-23;-5857385;-1335120;24;0,231456054;P
1168;4000;1000000;H-23;-5856385;-1335120;24;0,93618771;P
1169;4000;1000000;I-23;-5855385;-1335120;21;0,87749926;P
1170;4000;1000000;J-23;-5854385;-1335120;24;0,364466871;N
1171;4000;1000000;K-23;-5853385;-1335120;24;0,424978533;N
1172;4000;1000000;L-23;-5852385;-1335120;22;0,733869319;P
1173;4000;1000000;M-23;-5851385;-1335120;26;0,549014737;N
1174;4000;1000000;N-23;-5850385;-1335120;20;0,530756982;S
1175;4000;1000000;O-23;-5849385;-1335120;21;0,07103868;N
1176;4000;1000000;P-23;-5848385;-1335120;20;0,832803947;S
1177;4000;1000000;Q-23;-5847385;-1335120;23;0,204658424;P
1178;4000;1000000;R-23;-5846385;-1335120;25;0,52128867;S
1179;4000;1000000;S-23;-5845385;-1335120;23;0,840197914;P
1180;4000;1000000;T-23;-5844385;-1335120;22;0,626912466;N
1181;4000;1000000;U-23;-5843385;-1335120;24;0,436866655;P
1182;4000;1000000;V-23;-5842385;-1335120;22;0,15695834;S
1183;4000;1000000;W-23;-5841385;-1335120;23;0,499271088;S
1184;4000;1000000;X-23;-5840385;-1335120;22;0,562068755;P
1185;4000;1000000;Y-23;-5839385;-1335120;25;0,270674539;P
1186;4000;1000000;Z-23;-5838385;-1335120;22;0,491502183;N
1187;4000;1000000;AA-23;-5837385;-1335120;20;0,551601076;N
1188;4000;1000000;AB-23;-5836385;-1335120;24;0,56466058;P
1189;4000;1000000;AC-23;-5835385;-1335120;24;0,85812291;P
1190;4000;1000000;AD-23;-5834385;-1335120;20;0,928560768;S
1191;4000;1000000;AE-23;-5833385;-1335120;20;0,396480318;N
1192;4000;1000000;AF-23;-5832385;-1335120;26;0,117161274;P
1193;4000;1000000;AG-23;-5831385;-1335120;25;0,020450654;N
1194;4000;1000000;AH-23;-5830385;-1335120;26;0,826968082;S
1195;4000;1000000;AI-23;-5829385;-1335120;26;0,926231747;N
1196;4000;1000000;AJ-23;-5828385;-1335120;23;0,842553897;N
1197;4000;1000000;AK-23;-5827385;-1335120;24;0,381608504;P
1198;4000;1000000;AL-23;-5826385;-1335120;26;0,347168773;S
1199;4000;1000000;AM-23;-5825385;-1335120;23;0,069360137;N
1200;4000;1000000;AN-23;-5824385;-1335120;25;0,631278646;N
1201;4000;1000000;AO-23;-5823385;-1335120;21;0,020903519;P
1202;4000;1000000;AP-23;-5822385;-1335120;24;0,237052711;P
1203;4000;1000000;AQ-23;-5821385;-1335120;24;0,107151084;N
1204;4000;1000000;AR-23;-5820385;-1335120;26;0,591947464;S
1205;4000;1000000;AS-23;-5819385;-1335120;20;0,394132761;S
1206;4000;1000000;AT-23;-5818385;-1335120;20;0,406383801;P
1207;4000;1000000;AU-23;-5817385;-1335120;24;0,339100929;N
1208;4000;1000000;AV-23;-5816385;-1335120;24;0,801980715;P
1209;4000;1000000;AW-23;-5815385;-1335120;24;0,47170371;S
1210;4000;1000000;AX-23;-5814385;-1335120;22;0,256809329;P
1211;4000;1000000;AY-23;-5813385;-1335120;20;0,447371725;N
1212;4000;1000000;AZ-23;-5812385;-1335120;26;0,775011304;P
1213;4000;1000000;BA-23;-5811385;-1335120;21;0,332998191;P
1214;4000;1000000;BB-23;-5810385;-1335120;20;0,996923796;S
1215;4000;1000000;BC-23;-5809385;-1335120;24;0,305150745;N
1216;4000;1000000;BD-23;-5808385;-1335120;22;0,8731142;P
1217;4000;1000000;BE-23;-5807385;-1335120;26;0,271125279;N
1218;4000;1000000;BF-23;-5806385;-1335120;20;0,517067658;P
1219;4000;1000000;A-22;-5863385;-1334120;23;0,010006656;S
1220;4000;1000000;B-22;-5862385;-1334120;20;0,440733658;P
1221;4000;1000000;C-22;-5861385;-1334120;22;0,167012171;S
1222;4000;1000000;D-22;-5860385;-1334120;24;0,732570404;N
1223;4000;1000000;E-22;-5859385;-1334120;23;0,121808333;P
1224;4000;1000000;F-22;-5858385;-1334120;25;0,619968357;P
1225;4000;1000000;G-22;-5857385;-1334120;23;0,491354594;N
1226;4000;1000000;H-22;-5856385;-1334120;21;0,257099976;P
1227;4000;1000000;I-22;-5855385;-1334120;22;0,150520849;P
1228;4000;1000000;J-22;-5854385;-1334120;24;0,132458854;S
1229;4000;1000000;K-22;-5853385;-1334120;25;0,879066689;N
1230;4000;1000000;L-22;-5852385;-1334120;25;0,303974943;S
1231;4000;1000000;M-22;-5851385;-1334120;20;0,183632247;N
1232;4000;1000000;N-22;-5850385;-1334120;22;0,743795031;S
1233;4000;1000000;O-22;-5849385;-1334120;22;0,633574775;N
